event_id,entity_id,resource_id,action_type,timestamp,action_hour,action_day_of_week,session_id,session_duration_seconds,actions_per_minute,action_sequence_entropy,geo_ip_country,geo_ip_change_flag
evt_ent_bg_009_0021,ent_bg_009,res_proddb,read,2026-01-27T15:03:25,15,Tuesday,sess_ent_bg_009_0021,2540,0.59,0.74,US,false
evt_ent_bg_009_0022,ent_bg_009,res_proddb,read,2025-10-02T17:22:49,17,Thursday,sess_ent_bg_009_0022,371,0.11,0.97,US,false
evt_ent_bg_009_0023,ent_bg_009,res_fin,write,2025-12-09T19:47:37,19,Tuesday,sess_ent_bg_009_0023,1517,0.29,0.78,US,false
evt_ent_bg_009_0024,ent_bg_009,res_proddb,login,2025-11-19T12:22:26,12,Wednesday,sess_ent_bg_009_0024,2828,0.22,0.71,US,false
evt_ent_bg_009_0025,ent_bg_009,res_proddb,login,2026-02-15T18:04:55,18,Sunday,sess_ent_bg_009_0025,1502,0.18,0.83,US,false
evt_ent_bg_009_0026,ent_bg_009,res_admin,read,2025-10-22T12:02:29,12,Wednesday,sess_ent_bg_009_0026,2446,0.36,0.67,US,false
evt_ent_bg_009_0027,ent_bg_009,res_gh,write,2025-11-08T16:01:20,16,Saturday,sess_ent_bg_009_0027,1718,0.26,0.71,US,false
evt_ent_bg_009_0028,ent_bg_009,res_admin,write,2026-02-11T19:31:06,19,Wednesday,sess_ent_bg_009_0028,963,0.27,0.44,US,false
evt_ent_bg_009_0029,ent_bg_009,res_proddb,read,2025-12-12T09:39:19,9,Friday,sess_ent_bg_009_0029,946,0.35,0.7,US,false
evt_ent_bg_009_0030,ent_bg_009,res_proddb,login,2026-02-17T15:13:18,15,Tuesday,sess_ent_bg_009_0030,1337,0.6,0.61,US,false
evt_ent_bg_009_0031,ent_bg_009,res_fin,write,2026-02-13T18:54:37,18,Friday,sess_ent_bg_009_0031,1499,0.24,0.76,US,false
evt_ent_bg_009_0032,ent_bg_009,res_gh,login,2025-10-14T19:33:30,19,Tuesday,sess_ent_bg_009_0032,1542,0.5,0.63,US,false
evt_ent_bg_009_0033,ent_bg_009,res_proddb,login,2025-12-22T13:42:34,13,Monday,sess_ent_bg_009_0033,1817,0.3,0.6,US,false
evt_ent_bg_009_0034,ent_bg_009,res_hr,login,2025-09-30T15:29:42,15,Tuesday,sess_ent_bg_009_0034,196,0.41,0.6,US,false
evt_ent_bg_009_0035,ent_bg_009,res_admin,read,2025-11-01T10:42:52,10,Saturday,sess_ent_bg_009_0035,1217,0.57,0.69,US,false
evt_ent_bg_010_0000,ent_bg_010,res_admin,login,2025-11-23T11:52:18,11,Sunday,sess_ent_bg_010_0000,1170,0.44,0.71,US,false
evt_ent_bg_010_0001,ent_bg_010,res_proddb,read,2026-01-29T10:01:15,10,Thursday,sess_ent_bg_010_0001,2108,0.38,0.81,US,false
evt_ent_bg_010_0002,ent_bg_010,res_fin,login,2025-11-17T13:41:57,13,Monday,sess_ent_bg_010_0002,772,0.24,0.96,US,false
evt_ent_bg_010_0003,ent_bg_010,res_admin,login,2025-12-27T17:35:11,17,Saturday,sess_ent_bg_010_0003,3079,0.34,0.75,US,false
evt_ent_bg_010_0004,ent_bg_010,res_fin,read,2026-03-03T07:55:57,7,Tuesday,sess_ent_bg_010_0004,2584,0.25,1.04,US,false
evt_ent_bg_010_0005,ent_bg_010,res_fin,read,2025-12-05T17:42:56,17,Friday,sess_ent_bg_010_0005,3559,0.46,0.85,US,false
evt_ent_bg_010_0006,ent_bg_010,res_admin,write,2026-02-01T10:07:36,10,Sunday,sess_ent_bg_010_0006,614,0.36,0.87,US,false
evt_ent_bg_010_0007,ent_bg_010,res_fin,login,2025-10-25T11:31:56,11,Saturday,sess_ent_bg_010_0007,2576,0.16,0.38,US,false
evt_ent_bg_010_0008,ent_bg_010,res_admin,read,2025-12-18T12:53:37,12,Thursday,sess_ent_bg_010_0008,3420,0.47,0.71,US,false
evt_ent_bg_010_0009,ent_bg_010,res_proddb,read,2026-01-31T08:11:13,8,Saturday,sess_ent_bg_010_0009,1792,0.23,0.86,US,false
evt_ent_bg_010_0010,ent_bg_010,res_proddb,write,2025-10-09T07:31:34,7,Thursday,sess_ent_bg_010_0010,582,0.26,0.5,US,false
evt_ent_bg_010_0011,ent_bg_010,res_proddb,read,2025-12-27T19:59:09,19,Saturday,sess_ent_bg_010_0011,3051,0.28,0.8,US,false
evt_ent_bg_010_0012,ent_bg_010,res_hr,login,2025-12-20T07:41:57,7,Saturday,sess_ent_bg_010_0012,3566,0.47,0.72,US,false
evt_ent_bg_010_0013,ent_bg_010,res_gh,read,2025-09-18T10:16:35,10,Thursday,sess_ent_bg_010_0013,2737,0.58,0.65,US,false
evt_ent_bg_010_0014,ent_bg_010,res_hr,login,2025-12-06T19:43:07,19,Saturday,sess_ent_bg_010_0014,1932,0.29,0.83,US,false
evt_ent_bg_010_0015,ent_bg_010,res_pay,read,2026-01-02T11:05:59,11,Friday,sess_ent_bg_010_0015,981,0.53,0.62,US,false
evt_ent_bg_010_0016,ent_bg_010,res_admin,read,2026-01-26T14:40:20,14,Monday,sess_ent_bg_010_0016,3353,0.12,0.89,US,false
evt_ent_bg_010_0017,ent_bg_010,res_proddb,write,2025-11-03T14:47:26,14,Monday,sess_ent_bg_010_0017,1850,0.54,0.49,US,false
evt_ent_bg_010_0018,ent_bg_010,res_hr,login,2026-02-11T09:44:16,9,Wednesday,sess_ent_bg_010_0018,1561,0.31,0.68,US,false
evt_ent_bg_010_0019,ent_bg_010,res_fin,write,2025-12-15T14:44:01,14,Monday,sess_ent_bg_010_0019,2747,0.19,0.51,US,false
evt_ent_bg_010_0020,ent_bg_010,res_fin,read,2025-11-15T19:41:08,19,Saturday,sess_ent_bg_010_0020,939,0.41,0.68,US,false
evt_ent_bg_010_0021,ent_bg_010,res_admin,login,2026-01-27T10:33:45,10,Tuesday,sess_ent_bg_010_0021,3589,0.4,0.76,US,false
evt_ent_bg_010_0022,ent_bg_010,res_gh,write,2025-11-23T19:20:28,19,Sunday,sess_ent_bg_010_0022,666,0.23,0.59,US,false
evt_ent_bg_010_0023,ent_bg_010,res_proddb,login,2025-12-26T10:05:26,10,Friday,sess_ent_bg_010_0023,1731,0.54,0.44,US,false
evt_ent_bg_010_0024,ent_bg_010,res_hr,write,2025-10-13T10:01:01,10,Monday,sess_ent_bg_010_0024,2626,0.41,1.04,US,false
evt_ent_bg_010_0025,ent_bg_010,res_pay,login,2026-01-17T11:44:54,11,Saturday,sess_ent_bg_010_0025,1762,0.41,0.48,US,false
evt_ent_bg_010_0026,ent_bg_010,res_proddb,login,2025-10-06T11:09:05,11,Monday,sess_ent_bg_010_0026,2443,0.16,0.67,US,false
evt_ent_bg_010_0027,ent_bg_010,res_pay,write,2025-11-12T17:31:07,17,Wednesday,sess_ent_bg_010_0027,952,0.2,0.54,US,false
evt_ent_bg_010_0028,ent_bg_010,res_gh,login,2025-12-30T11:47:31,11,Tuesday,sess_ent_bg_010_0028,1886,0.53,0.3,US,false
evt_ent_bg_010_0029,ent_bg_010,res_gh,login,2025-12-26T18:43:12,18,Friday,sess_ent_bg_010_0029,1793,0.5,0.41,US,false
evt_ent_bg_010_0030,ent_bg_010,res_hr,read,2026-03-01T11:16:15,11,Sunday,sess_ent_bg_010_0030,1137,0.28,0.63,US,false
evt_ent_bg_011_0000,ent_bg_011,res_proddb,login,2025-12-01T11:25:42,11,Monday,sess_ent_bg_011_0000,2411,0.12,0.55,US,false
evt_ent_bg_011_0001,ent_bg_011,res_gh,read,2026-01-22T11:10:32,11,Thursday,sess_ent_bg_011_0001,2037,0.17,0.62,US,false
evt_ent_bg_011_0002,ent_bg_011,res_fin,login,2026-01-31T11:07:20,11,Saturday,sess_ent_bg_011_0002,2164,0.54,0.87,US,false
evt_ent_bg_011_0003,ent_bg_011,res_gh,read,2025-12-27T18:23:59,18,Saturday,sess_ent_bg_011_0003,1198,0.41,0.71,US,false
evt_ent_bg_011_0004,ent_bg_011,res_proddb,write,2025-12-18T13:57:10,13,Thursday,sess_ent_bg_011_0004,2132,0.48,0.58,US,false
evt_ent_bg_011_0005,ent_bg_011,res_admin,write,2026-01-29T15:54:59,15,Thursday,sess_ent_bg_011_0005,3389,0.32,0.72,US,false
evt_ent_bg_011_0006,ent_bg_011,res_pay,write,2026-01-21T07:30:16,7,Wednesday,sess_ent_bg_011_0006,2033,0.32,0.75,US,false
evt_ent_bg_011_0007,ent_bg_011,res_admin,write,2025-11-02T07:28:22,7,Sunday,sess_ent_bg_011_0007,2107,0.33,0.88,US,false
evt_ent_bg_011_0008,ent_bg_011,res_pay,read,2026-01-30T08:22:05,8,Friday,sess_ent_bg_011_0008,859,0.52,0.86,US,false
evt_ent_bg_011_0009,ent_bg_011,res_admin,write,2025-10-29T11:36:57,11,Wednesday,sess_ent_bg_011_0009,989,0.39,0.88,US,false
evt_ent_bg_011_0010,ent_bg_011,res_fin,login,2025-10-13T09:26:58,9,Monday,sess_ent_bg_011_0010,3266,0.35,0.67,US,false
evt_ent_bg_011_0011,ent_bg_011,res_admin,write,2026-02-12T12:01:18,12,Thursday,sess_ent_bg_011_0011,619,0.3,0.39,US,false
evt_ent_bg_011_0012,ent_bg_011,res_gh,write,2025-12-16T09:01:05,9,Tuesday,sess_ent_bg_011_0012,2821,0.34,0.5,US,false
evt_ent_bg_011_0013,ent_bg_011,res_fin,read,2025-09-29T11:38:42,11,Monday,sess_ent_bg_011_0013,299,0.43,0.83,US,false
evt_ent_bg_011_0014,ent_bg_011,res_fin,write,2025-10-14T09:13:55,9,Tuesday,sess_ent_bg_011_0014,1278,0.26,0.66,US,false
evt_ent_bg_011_0015,ent_bg_011,res_hr,read,2026-02-22T18:04:35,18,Sunday,sess_ent_bg_011_0015,499,0.3,0.87,US,false
evt_ent_bg_011_0016,ent_bg_011,res_pay,login,2025-11-26T08:01:54,8,Wednesday,sess_ent_bg_011_0016,1711,0.49,1.05,US,false
evt_ent_bg_011_0017,ent_bg_011,res_pay,login,2025-12-26T17:48:41,17,Friday,sess_ent_bg_011_0017,1342,0.35,0.45,US,false
evt_ent_bg_011_0018,ent_bg_011,res_proddb,write,2025-12-19T17:38:08,17,Friday,sess_ent_bg_011_0018,513,0.52,0.81,US,false
evt_ent_bg_011_0019,ent_bg_011,res_gh,read,2025-10-28T10:31:28,10,Tuesday,sess_ent_bg_011_0019,1219,0.38,0.48,US,false
evt_ent_bg_011_0020,ent_bg_011,res_admin,read,2025-12-04T16:11:27,16,Thursday,sess_ent_bg_011_0020,500,0.12,0.82,US,false
evt_ent_bg_011_0021,ent_bg_011,res_admin,write,2025-12-11T14:43:14,14,Thursday,sess_ent_bg_011_0021,3043,0.18,0.49,US,false
evt_ent_bg_011_0022,ent_bg_011,res_gh,login,2025-10-25T08:18:29,8,Saturday,sess_ent_bg_011_0022,3403,0.34,0.71,US,false
evt_ent_bg_011_0023,ent_bg_011,res_proddb,login,2026-01-29T09:43:57,9,Thursday,sess_ent_bg_011_0023,2262,0.31,0.53,US,false
evt_ent_bg_011_0024,ent_bg_011,res_gh,read,2026-02-25T15:06:32,15,Wednesday,sess_ent_bg_011_0024,507,0.33,0.62,US,false
evt_ent_bg_011_0025,ent_bg_011,res_hr,login,2025-10-14T11:22:16,11,Tuesday,sess_ent_bg_011_0025,3268,0.35,0.87,US,false
evt_ent_bg_011_0026,ent_bg_011,res_gh,login,2026-01-22T19:11:53,19,Thursday,sess_ent_bg_011_0026,461,0.31,0.84,US,false
evt_ent_bg_011_0027,ent_bg_011,res_admin,read,2025-09-09T11:20:37,11,Tuesday,sess_ent_bg_011_0027,3222,0.44,0.62,US,false
evt_ent_bg_011_0028,ent_bg_011,res_admin,write,2026-01-20T10:11:05,10,Tuesday,sess_ent_bg_011_0028,1182,0.54,0.62,US,false
evt_ent_bg_011_0029,ent_bg_011,res_fin,read,2026-02-09T13:34:01,13,Monday,sess_ent_bg_011_0029,597,0.11,0.61,US,false
evt_ent_bg_011_0030,ent_bg_011,res_admin,read,2025-11-25T17:47:38,17,Tuesday,sess_ent_bg_011_0030,1360,0.41,0.56,US,false
evt_ent_bg_011_0031,ent_bg_011,res_admin,write,2025-10-02T12:44:43,12,Thursday,sess_ent_bg_011_0031,1737,0.5,0.77,US,false
evt_ent_bg_011_0032,ent_bg_011,res_admin,login,2026-01-19T08:52:01,8,Monday,sess_ent_bg_011_0032,229,0.2,0.74,US,false
evt_ent_bg_011_0033,ent_bg_011,res_gh,write,2025-09-23T09:41:15,9,Tuesday,sess_ent_bg_011_0033,3355,0.37,0.92,US,false
evt_ent_bg_011_0034,ent_bg_011,res_fin,login,2026-01-30T14:27:01,14,Friday,sess_ent_bg_011_0034,744,0.47,0.83,US,false
evt_ent_bg_011_0035,ent_bg_011,res_gh,write,2025-11-15T14:30:01,14,Saturday,sess_ent_bg_011_0035,1113,0.2,0.44,US,false
evt_ent_bg_011_0036,ent_bg_011,res_admin,write,2026-02-23T12:00:06,12,Monday,sess_ent_bg_011_0036,1888,0.59,0.58,US,false
evt_ent_bg_011_0037,ent_bg_011,res_admin,write,2025-11-02T18:37:38,18,Sunday,sess_ent_bg_011_0037,1311,0.12,0.55,US,false
evt_ent_bg_011_0038,ent_bg_011,res_gh,login,2025-10-03T17:57:52,17,Friday,sess_ent_bg_011_0038,3045,0.13,0.81,US,false
evt_ent_bg_011_0039,ent_bg_011,res_hr,login,2026-03-04T13:36:20,13,Wednesday,sess_ent_bg_011_0039,1217,0.55,0.55,US,false
evt_ent_bg_011_0040,ent_bg_011,res_gh,write,2025-11-02T16:41:22,16,Sunday,sess_ent_bg_011_0040,1906,0.11,0.78,US,false
evt_ent_bg_011_0041,ent_bg_011,res_proddb,read,2025-12-25T18:12:30,18,Thursday,sess_ent_bg_011_0041,1070,0.35,0.51,US,false
evt_ent_bg_011_0042,ent_bg_011,res_pay,read,2025-10-05T18:42:29,18,Sunday,sess_ent_bg_011_0042,3081,0.46,0.58,US,false
evt_ent_bg_011_0043,ent_bg_011,res_proddb,read,2025-11-22T17:41:47,17,Saturday,sess_ent_bg_011_0043,3395,0.59,0.75,US,false
evt_ent_bg_012_0000,ent_bg_012,res_pay,login,2025-12-12T13:07:39,13,Friday,sess_ent_bg_012_0000,2421,0.21,0.79,US,false
evt_ent_bg_012_0001,ent_bg_012,res_fin,write,2026-01-01T12:50:22,12,Thursday,sess_ent_bg_012_0001,1215,0.55,0.88,US,false
evt_ent_bg_012_0002,ent_bg_012,res_fin,read,2025-10-05T17:06:45,17,Sunday,sess_ent_bg_012_0002,3392,0.33,0.46,US,false
evt_ent_bg_012_0003,ent_bg_012,res_hr,login,2026-02-08T08:50:39,8,Sunday,sess_ent_bg_012_0003,3493,0.38,0.61,US,false
evt_ent_bg_012_0004,ent_bg_012,res_pay,write,2026-02-06T10:58:23,10,Friday,sess_ent_bg_012_0004,1316,0.45,0.7,US,false
evt_ent_bg_012_0005,ent_bg_012,res_fin,login,2025-10-30T14:46:55,14,Thursday,sess_ent_bg_012_0005,2770,0.28,0.73,US,false
evt_ent_bg_012_0006,ent_bg_012,res_fin,login,2026-01-16T14:26:49,14,Friday,sess_ent_bg_012_0006,3539,0.5,0.63,US,false
evt_ent_bg_012_0007,ent_bg_012,res_fin,read,2025-12-11T11:32:10,11,Thursday,sess_ent_bg_012_0007,1645,0.46,0.52,US,false
evt_ent_bg_012_0008,ent_bg_012,res_hr,read,2026-01-05T09:48:48,9,Monday,sess_ent_bg_012_0008,3344,0.21,0.81,US,false
evt_ent_bg_012_0009,ent_bg_012,res_gh,write,2025-11-19T13:58:26,13,Wednesday,sess_ent_bg_012_0009,3374,0.44,0.85,US,false
evt_ent_bg_012_0010,ent_bg_012,res_fin,login,2026-03-06T18:51:33,18,Friday,sess_ent_bg_012_0010,1505,0.26,0.64,US,false
evt_ent_bg_012_0011,ent_bg_012,res_fin,write,2026-01-25T13:03:25,13,Sunday,sess_ent_bg_012_0011,2747,0.18,0.33,US,false
evt_ent_bg_012_0012,ent_bg_012,res_gh,write,2025-09-20T15:18:26,15,Saturday,sess_ent_bg_012_0012,2990,0.38,0.51,US,false
evt_ent_bg_012_0013,ent_bg_012,res_proddb,login,2025-12-21T18:47:20,18,Sunday,sess_ent_bg_012_0013,3507,0.24,0.37,US,false
evt_ent_bg_012_0014,ent_bg_012,res_pay,write,2025-09-10T13:28:41,13,Wednesday,sess_ent_bg_012_0014,2677,0.49,0.64,US,false
evt_ent_bg_012_0015,ent_bg_012,res_admin,read,2025-09-23T14:44:22,14,Tuesday,sess_ent_bg_012_0015,3296,0.2,0.69,US,false
evt_ent_bg_012_0016,ent_bg_012,res_admin,login,2025-12-13T13:46:46,13,Saturday,sess_ent_bg_012_0016,2251,0.6,0.74,US,false
evt_ent_bg_012_0017,ent_bg_012,res_hr,read,2025-12-26T10:05:32,10,Friday,sess_ent_bg_012_0017,2255,0.27,0.68,US,false
evt_ent_bg_012_0018,ent_bg_012,res_proddb,write,2025-10-21T16:16:15,16,Tuesday,sess_ent_bg_012_0018,1851,0.59,0.68,US,false
evt_ent_bg_012_0019,ent_bg_012,res_proddb,read,2026-02-08T18:03:53,18,Sunday,sess_ent_bg_012_0019,2688,0.35,0.88,US,false
evt_ent_bg_012_0020,ent_bg_012,res_admin,login,2026-02-05T14:19:36,14,Thursday,sess_ent_bg_012_0020,1976,0.27,0.88,US,false
evt_ent_bg_012_0021,ent_bg_012,res_hr,write,2026-01-07T19:47:37,19,Wednesday,sess_ent_bg_012_0021,2691,0.43,0.76,US,false
evt_ent_bg_012_0022,ent_bg_012,res_admin,write,2025-12-22T11:42:50,11,Monday,sess_ent_bg_012_0022,2874,0.17,0.61,US,false
evt_ent_bg_012_0023,ent_bg_012,res_fin,read,2025-12-02T15:47:15,15,Tuesday,sess_ent_bg_012_0023,2235,0.39,0.76,US,false
evt_ent_bg_012_0024,ent_bg_012,res_gh,login,2026-02-11T09:45:27,9,Wednesday,sess_ent_bg_012_0024,497,0.13,0.57,US,false
evt_ent_bg_012_0025,ent_bg_012,res_fin,read,2026-02-03T14:13:28,14,Tuesday,sess_ent_bg_012_0025,2892,0.36,0.55,US,false
evt_ent_bg_012_0026,ent_bg_012,res_admin,read,2025-11-27T11:37:31,11,Thursday,sess_ent_bg_012_0026,1922,0.44,0.6,US,false
evt_ent_bg_013_0000,ent_bg_013,res_hr,login,2025-12-04T16:18:02,16,Thursday,sess_ent_bg_013_0000,602,0.29,0.83,US,false
evt_ent_bg_013_0001,ent_bg_013,res_pay,write,2025-11-04T07:50:09,7,Tuesday,sess_ent_bg_013_0001,1847,0.12,0.69,US,false
evt_ent_bg_013_0002,ent_bg_013,res_admin,read,2025-12-20T11:13:11,11,Saturday,sess_ent_bg_013_0002,128,0.16,0.52,US,false
evt_ent_bg_013_0003,ent_bg_013,res_hr,read,2025-11-22T14:36:19,14,Saturday,sess_ent_bg_013_0003,1503,0.49,0.95,US,false
evt_ent_bg_013_0004,ent_bg_013,res_pay,login,2025-11-07T18:53:38,18,Friday,sess_ent_bg_013_0004,2187,0.42,0.72,US,false
evt_ent_bg_013_0005,ent_bg_013,res_hr,write,2026-01-29T18:20:05,18,Thursday,sess_ent_bg_013_0005,2674,0.3,0.48,US,false
evt_ent_bg_013_0006,ent_bg_013,res_fin,write,2026-01-08T13:21:34,13,Thursday,sess_ent_bg_013_0006,1934,0.47,0.52,US,false
evt_ent_bg_013_0007,ent_bg_013,res_admin,read,2026-03-02T16:40:50,16,Monday,sess_ent_bg_013_0007,2418,0.42,0.46,US,false
evt_ent_bg_013_0008,ent_bg_013,res_hr,write,2025-09-25T15:05:12,15,Thursday,sess_ent_bg_013_0008,2482,0.48,0.88,US,false
evt_ent_bg_013_0009,ent_bg_013,res_fin,write,2025-11-07T15:57:01,15,Friday,sess_ent_bg_013_0009,2298,0.19,0.65,US,false
evt_ent_bg_013_0010,ent_bg_013,res_pay,write,2026-03-04T11:50:13,11,Wednesday,sess_ent_bg_013_0010,3556,0.54,0.44,US,false
evt_ent_bg_013_0011,ent_bg_013,res_fin,read,2025-10-04T12:25:37,12,Saturday,sess_ent_bg_013_0011,215,0.27,0.79,US,false
evt_ent_bg_013_0012,ent_bg_013,res_hr,read,2026-01-21T13:01:55,13,Wednesday,sess_ent_bg_013_0012,1684,0.23,0.75,US,false
evt_ent_bg_013_0013,ent_bg_013,res_proddb,login,2026-01-24T11:09:11,11,Saturday,sess_ent_bg_013_0013,751,0.25,0.75,US,false
evt_ent_bg_013_0014,ent_bg_013,res_hr,read,2025-11-24T17:10:03,17,Monday,sess_ent_bg_013_0014,863,0.11,0.84,US,false
evt_ent_bg_013_0015,ent_bg_013,res_proddb,read,2025-12-17T09:26:57,9,Wednesday,sess_ent_bg_013_0015,1658,0.57,0.75,US,false
evt_ent_bg_013_0016,ent_bg_013,res_hr,write,2026-02-06T07:12:15,7,Friday,sess_ent_bg_013_0016,1088,0.35,0.7,US,false
evt_ent_bg_013_0017,ent_bg_013,res_gh,write,2026-02-07T11:03:20,11,Saturday,sess_ent_bg_013_0017,1787,0.13,0.55,US,false
evt_ent_bg_013_0018,ent_bg_013,res_fin,read,2026-03-01T13:40:14,13,Sunday,sess_ent_bg_013_0018,2389,0.58,0.65,US,false
evt_ent_bg_013_0019,ent_bg_013,res_proddb,write,2025-10-17T17:50:08,17,Friday,sess_ent_bg_013_0019,1786,0.32,0.6,US,false
evt_ent_bg_013_0020,ent_bg_013,res_pay,read,2025-09-27T15:13:50,15,Saturday,sess_ent_bg_013_0020,2333,0.59,0.74,US,false
evt_ent_bg_013_0021,ent_bg_013,res_fin,read,2025-11-20T15:28:02,15,Thursday,sess_ent_bg_013_0021,3517,0.41,0.52,US,false
evt_ent_bg_013_0022,ent_bg_013,res_gh,read,2025-09-22T09:00:03,9,Monday,sess_ent_bg_013_0022,2568,0.23,0.46,US,false
evt_ent_bg_013_0023,ent_bg_013,res_hr,read,2025-09-28T10:37:53,10,Sunday,sess_ent_bg_013_0023,306,0.18,0.19,US,false
evt_ent_bg_013_0024,ent_bg_013,res_fin,read,2025-10-23T16:04:19,16,Thursday,sess_ent_bg_013_0024,2980,0.16,0.82,US,false
evt_ent_bg_013_0025,ent_bg_013,res_hr,read,2025-12-27T13:13:39,13,Saturday,sess_ent_bg_013_0025,2913,0.57,0.85,US,false
evt_ent_bg_013_0026,ent_bg_013,res_gh,read,2025-09-27T11:48:45,11,Saturday,sess_ent_bg_013_0026,1127,0.43,0.66,US,false
evt_ent_bg_013_0027,ent_bg_013,res_admin,login,2025-10-06T12:01:58,12,Monday,sess_ent_bg_013_0027,2767,0.56,0.79,US,false
evt_ent_bg_014_0000,ent_bg_014,res_gh,write,2025-09-17T08:22:52,8,Wednesday,sess_ent_bg_014_0000,1586,0.29,0.85,US,false
evt_ent_bg_014_0001,ent_bg_014,res_pay,read,2026-03-06T08:29:23,8,Friday,sess_ent_bg_014_0001,158,0.21,0.47,US,false
evt_ent_bg_014_0002,ent_bg_014,res_admin,read,2026-03-03T19:17:43,19,Tuesday,sess_ent_bg_014_0002,904,0.14,0.6,US,false
evt_ent_bg_014_0003,ent_bg_014,res_fin,read,2026-01-11T10:31:23,10,Sunday,sess_ent_bg_014_0003,2138,0.55,0.62,US,false
evt_ent_bg_014_0004,ent_bg_014,res_pay,write,2025-09-09T16:13:00,16,Tuesday,sess_ent_bg_014_0004,1742,0.16,0.67,US,false
evt_ent_bg_014_0005,ent_bg_014,res_admin,write,2026-01-24T15:12:42,15,Saturday,sess_ent_bg_014_0005,2873,0.44,0.87,US,false
evt_ent_bg_014_0006,ent_bg_014,res_pay,write,2025-10-15T09:04:37,9,Wednesday,sess_ent_bg_014_0006,386,0.16,0.97,US,false
evt_ent_bg_014_0007,ent_bg_014,res_pay,write,2025-10-26T18:50:17,18,Sunday,sess_ent_bg_014_0007,214,0.6,0.58,US,false
evt_ent_bg_014_0008,ent_bg_014,res_proddb,write,2025-09-12T17:34:39,17,Friday,sess_ent_bg_014_0008,2414,0.54,0.86,US,false
evt_ent_bg_014_0009,ent_bg_014,res_proddb,read,2025-09-17T17:03:54,17,Wednesday,sess_ent_bg_014_0009,3578,0.6,0.7,US,false
evt_ent_bg_014_0010,ent_bg_014,res_gh,read,2025-12-28T08:43:33,8,Sunday,sess_ent_bg_014_0010,1600,0.36,0.93,US,false
evt_ent_bg_014_0011,ent_bg_014,res_hr,read,2026-02-24T11:58:26,11,Tuesday,sess_ent_bg_014_0011,1415,0.1,0.76,US,false
evt_ent_bg_014_0012,ent_bg_014,res_hr,login,2026-01-18T12:05:56,12,Sunday,sess_ent_bg_014_0012,3140,0.21,0.56,US,false
evt_ent_bg_014_0013,ent_bg_014,res_proddb,login,2026-01-04T10:10:21,10,Sunday,sess_ent_bg_014_0013,2684,0.41,0.35,US,false
evt_ent_bg_014_0014,ent_bg_014,res_fin,write,2026-03-01T14:27:51,14,Sunday,sess_ent_bg_014_0014,3385,0.41,0.64,US,false
evt_ent_bg_014_0015,ent_bg_014,res_fin,read,2026-02-09T14:15:21,14,Monday,sess_ent_bg_014_0015,2248,0.5,0.8,US,false
evt_ent_bg_014_0016,ent_bg_014,res_gh,login,2026-02-18T19:38:39,19,Wednesday,sess_ent_bg_014_0016,2681,0.32,0.99,US,false
evt_ent_bg_014_0017,ent_bg_014,res_admin,login,2026-02-28T13:20:56,13,Saturday,sess_ent_bg_014_0017,3325,0.16,0.99,US,false
evt_ent_bg_014_0018,ent_bg_014,res_admin,read,2025-11-15T07:19:39,7,Saturday,sess_ent_bg_014_0018,389,0.15,0.75,US,false
evt_ent_bg_014_0019,ent_bg_014,res_gh,login,2025-12-01T13:06:39,13,Monday,sess_ent_bg_014_0019,2575,0.49,0.72,US,false
evt_ent_bg_014_0020,ent_bg_014,res_gh,read,2025-09-30T07:29:24,7,Tuesday,sess_ent_bg_014_0020,2660,0.41,0.51,US,false
evt_ent_bg_014_0021,ent_bg_014,res_hr,login,2026-03-02T14:33:21,14,Monday,sess_ent_bg_014_0021,562,0.15,1.0,US,false
evt_ent_bg_014_0022,ent_bg_014,res_pay,write,2025-10-07T18:04:37,18,Tuesday,sess_ent_bg_014_0022,636,0.42,0.69,US,false
evt_ent_bg_014_0023,ent_bg_014,res_pay,login,2025-10-01T14:11:15,14,Wednesday,sess_ent_bg_014_0023,367,0.16,0.86,US,false
evt_ent_bg_014_0024,ent_bg_014,res_proddb,read,2025-10-10T13:32:41,13,Friday,sess_ent_bg_014_0024,2510,0.54,0.71,US,false
evt_ent_bg_014_0025,ent_bg_014,res_proddb,login,2025-12-19T16:21:18,16,Friday,sess_ent_bg_014_0025,2240,0.39,0.62,US,false
evt_ent_bg_014_0026,ent_bg_014,res_hr,write,2025-09-16T09:03:15,9,Tuesday,sess_ent_bg_014_0026,343,0.31,0.73,US,false
evt_ent_bg_014_0027,ent_bg_014,res_pay,write,2026-01-16T19:04:21,19,Friday,sess_ent_bg_014_0027,2068,0.45,0.79,US,false
evt_ent_bg_014_0028,ent_bg_014,res_hr,write,2025-11-09T16:44:21,16,Sunday,sess_ent_bg_014_0028,1494,0.41,0.62,US,false
evt_ent_bg_014_0029,ent_bg_014,res_gh,login,2025-11-12T19:58:02,19,Wednesday,sess_ent_bg_014_0029,135,0.42,0.74,US,false
evt_ent_bg_014_0030,ent_bg_014,res_pay,login,2025-09-12T10:29:39,10,Friday,sess_ent_bg_014_0030,2089,0.47,0.83,US,false
evt_ent_bg_014_0031,ent_bg_014,res_fin,read,2025-12-02T10:25:11,10,Tuesday,sess_ent_bg_014_0031,160,0.14,0.66,US,false
evt_ent_bg_014_0032,ent_bg_014,res_proddb,read,2026-03-01T15:07:09,15,Sunday,sess_ent_bg_014_0032,916,0.42,0.82,US,false
